,brewery,address,city,type,url,,,
925,Black Doubt Brewing Company,PO Box 3642,"Mammoth Lakes, CA 93546-3642 ",Type: Micro,http://www.blackdoubtbrewing.com,,,
926,Black Eagle Brewery,1602 25th Ave,"Black Eagle, MT 59414-1070 ",Type: Micro,http://www.pitstopblackeagle.com,,,
928,Black Flag Brewing Company,9101 Gracious End Ct Apt T2,"Columbia, MD 21046-2091 ",Type: Micro,http://www.blackflagbrewingco.com,,,
929,Black Fleet Brewing,,"Tacoma, WA 98402-1402",Type: Planning,http://www.blackfleetbrewing.com,,,
930,Black Forest Brew Haus,2015 New Hwy,"Farmingdale, NY 11735-1103 ",Type: Brewpub,http://www.blackforestbrewhaus.com,,,
931,Black Forest Brewery,301 W Main St,"Ephrata, PA 17522-1713 ",Type: Micro,http://www.blackforestbrewery.net,,,
932,Black Forest Brewing Company,,"Colorado Springs, CO 80908-6000",Type: Planning,http://www.blackforestbrewco.com,,,
933,Black Frog Brewing Co,831 S McCord Rd,"Holland, OH 43528-8746 ",Type: Micro,http://www.blackfrogbrewery.com,,,
935,Black Hammer Brewing,544 Bryant St,"San Francisco, CA 94107-1217 ",Type: Micro,http://www.blackhammerbrewing.com,,,
936,Black Hat Brew Works,25 Scotland Blvd # 1,"Bridgewater, MA 02324-2302 ",Type: Micro,http://www.blackhatbrewworks.com,,,
937,Black Hog Brewing Co,115 Hurley Rd Ste 7B,"Oxford, CT 06478-1047 ",Type: Micro,http://www.blackhogbrewing.com,,,
939,Black Horizon Brewing Company,7560 S Quincy St,"Willowbrook, IL 60527-5545 ",Type: Micro,http://www.blackhorizonbrewing.com,,,
940,Black Horse Brewery,1058 Burton Rd,"Show Low, AZ 85901-3924 ",Type: Micro,http://www.blackhorsebrewery.us,,,
941,Black Horse Brewery Of NJ,,"Williamstown, NJ 08094-2613",Type: Planning,http://www.blackhorsebrewerynj.com,,,
942,Black Husky Brewing LLC,W5951 Steffen Ln,"Pembine, WI 54156-9411 ",Type: Micro,http://www.blackhuskybrewing.com,,,
943,Black Label Brewing Company,19 W Main Ave,"Spokane, WA 99201-5124 ",Type: Micro,http://www.blacklabelbrewing.com,,,
945,Black Lotus Brewing Co,1 E 14 Mile Rd,"Clawson, MI 48017-2132 ",Type: Brewpub,http://WWW.BLACKLOTUSBEER.COM,,,
948,Black Mesa Brewing Company,3901 N Flood Ave,"Norman, OK 73069 ",Type: Micro,http://www.blackmesabrewing.com,,,
949,Black Narrows Brewing Company,4522 Chicken City Rd,"Chincoteague, VA 23336-2303 ",Type: Micro,http://www.blacknarrowsbrewing.com,,,
950,Black Plague Brewing,2550 Jason Ct,"Oceanside, CA 92056-3592 ",Type: Micro,http://www.blackplaguebrewing.com,,,
951,Black Pond Brews,21A Furnace St,"Danielson, CT 06239-3040 ",Type: Micro,http://www.blackpondbrews.com,,,
952,Black Project Spontaneous & Wild Ales,1290 S Broadway,"Denver, CO 80210-1504 ",Type: Micro,http://www.blackprojectbeer.com,,,
953,Black Raven Brewing Co,14687 NE 95th St,"Redmond, WA 98052-2556 ",Type: Micro,http://www.blackravenbrewing.com,,,
955,Black Shirt Brewing Co,3719 Walnut St,"Denver, CO 80205-2436 ",Type: Micro,http://www.blackshirtbrewingco.com,,,
956,Black Sky Brewery,490 Santa Fe Dr,"Denver, CO 80204-5024 ",Type: Brewpub,http://www.blackskybrewing.com,,,
957,Black Star Co-op,7020 Easy Wind Dr Ste 100,"Austin, TX 78752-2373 ",Type: Brewpub,http://www.blackstar.coop,,,
958,Black Swan Brewpub,2067 E Hadley Rd,"Plainfield, IN 46168-7484 ",Type: Brewpub,http://www.blackswanbrewpub.com,,,
959,Black Tooth Brewing Co,312 Broadway St,"Sheridan, WY 82801-3917 ",Type: Micro,http://www.blacktoothbrewingcompany.com,,,
961,Black Warrior Brewing Co.,2216 University Blvd,"Tuscaloosa, AL 35401-1542 ",Type: Micro,http://www.blackwarriorbrewing.com,,,
963,Blackadder Brewing Company,618 NW 60th St Ste A,"Gainesville, FL 32607-6014 ",Type: Micro,http://www.blackadderbrewing.com,,,
964,Blackbeard's Brewing Company,700 W Ocean Ave,"Westport, WA 98595-9603 ",Type: Brewpub,http://www.blackbeardsbrewing.com,,,
965,Blackberry Farm Brewery,910 E Harper Ave,"Maryville, TN 37804-4023 ",Type: Micro,http://www.blackberryfarm.com,,,
966,Blackfoot River Brewing Co,66 S Park Ave,"Helena, MT 59601-6271 ",Type: Micro,http://www.blackfootriverbrewing.com,,,
967,Blackhorse Pub and Brewery,132 Franklin St,"Clarksville, TN 37040-3438 ",Type: Brewpub,http://www.blackhorsebrews.com,,,
968,Blackhorse Pub and Brewery -  Knoxville,4429 Kingston Pike,"Knoxville, TN 37919-5252 ",Type: Brewpub,http://www.theblackhorsepub.net,,,
969,Blacklist Artisan Ales,120 E Superior St,"Duluth, MN 55802-2116 ",Type: Micro,http://www.blacklistbeer.com,,,
970,BlackRock Brewers,1664 S Research Loop Ste 200,"Tucson, AZ 85710-6767 ",Type: Micro,http://www.brb.beer,,,
971,Blackrocks Brewery,424 N 3rd St,"Marquette, MI 49855-3555 ",Type: Micro,http://www.blackrocksbrewery.com,,,
973,Blacksmith Brewing Co,114 Main St,"Stevensville, MT 59870-2109 ",Type: Micro,http://www.blacksmithbrewing.com,,,
974,BlackStack Brewing,755 Prior Ave N Ste 110,"Saint Paul, MN 55104-1064 ",Type: Micro,http://www.blackstackbrewing.com,,,
975,Blackstone Brewing Co,2312 Clifton Ave,"Nashville, TN 37209-4115 ",Type: Micro,http://blackstonebrewery.com,,,
977,Blackwater Draw Brewing Company,303 Boyett St,"College Station, TX 77840-1207 ",Type: Brewpub,http://www.blackwaterbrew.com,,,
978,Blaker Brewing,1063 Montcalire Dr,"Ceres, CA 95307 ",Type: Micro,http://www.blakerbrewing.com,,,
979,Blake's Orchard Ales,17985 Armada Center Rd,"Armada, MI 48005-2323 ",Type: Micro,http://www.blakeshardcider.com,,,
980,Blank Canvas Brewery,46 Betton St Ste 3,"Brewer, ME 04412-2636 ",Type: Micro,http://www.blankcanvasbrewery.wordpress.com,,,
981,Blasted Barley Beer Company,404 S Mill Ave Ste 101,"Tempe, AZ 85281-2879 ",Type: Brewpub,http://www.blastedbarley.com,,,
982,Blasty Bough Brewing Company,3 Griffin Rd,"Epsom, NH 03234-4816 ",Type: Micro,http://www.blastybough.com,,,
984,Bleeding Heart Brewery,1150 S Colony Way Ste 3 Pmb 618,"Palmer, AK 99645-6972 ",Type: Micro,http://Facebook.com/BleedingHeartBrewery,,,
986,"Blind Bat Brewery LLC, The",420 Harrison Dr,"Centerport, NY 11721-1216 ",Type: Micro,http://www.BlindBatBrewery.com,,,
987,Blind Owl Brewery,5014 E 62nd St,"Indianapolis, IN 46220-5228 ",Type: Brewpub,http://www.blindowlbrewery.com,,,
988,Blind Pig Brewery,120 N Neil St,"Champaign, IL 61820-4023 ",Type: Brewpub,http://www.blindpigbrewery.com,,,
989,Blind Squirrel Brewery,4716 South US Highway 19 E Suite B,"Plumtree, NC 28664-0173 ",Type: Micro,http://www.blindsquirrelbrewery.com,,,
990,Blind Tiger Brewery & Restaurant,417 SW 37th St,"Topeka, KS 66611-2354 ",Type: Brewpub,http://www.blindtiger.com,,,
992,Block 15 Brewery & Tap Room,3415 SW Deschutes St,"Corvallis, OR 97333-9283 ",Type: Brewpub,http://www.block15.com,,,
993,Block Brewing Company,1140 S Michigan Ave,"Howell, MI 48843-2669 ",Type: Brewpub,http://www.blockbrewingcompany.com,,,
994,Bloom Brew,100 Riverside Dr,"West Newton, PA 15089-1542 ",Type: Micro,http://www.bloombrew.com,,,
997,Bloomington Brewing Co - Production Facility,PO Box 6955,"Bloomington, IN 47407-6955 ",Type: Micro,http://www.bbcbloomington.com,,,
998,Blowing Rock Brewing Company,152 Sunset Dr,"Blowing Rock, NC 28605-7205 ",Type: Brewpub,http://www.blowingrockbrewing.com,,,
1000,Blue Blaze Brewing,528 S Turner Ave,"Charlotte, NC 28208-4259 ",Type: Micro,http://www.blueblazebrewing.com,,,
1001,Blue Blood Brewing Company,PO Box 22609,"Lincoln, NE 68542-2609 ",Type: Brewpub,http://www.bluebloodbrewing.com,,,
1003,Blue Canoe Brewing Co,425 E 3rd St,"Little Rock, AR 72201-1611 ",Type: Brewpub,http://www.bluecanoebrewco.com,,,
1004,Blue Cat Brew Pub,113 18th St,"Rock Island, IL 61201-8708 ",Type: Brewpub,http://www.bluecatbrewpub.com,,,
1005,"Blue Collar Brewery, Inc.",40 Cottage St,"Poughkeepsie, NY 12601-2015 ",Type: Brewpub,http://www.thebluecollarbrewery.com,,,
1006,Blue Corn Cafe,4056 Cerrillos Rd Ste G,"Santa Fe, NM 87507-2605 ",Type: Brewpub,http://www.bluecorncafe.com,,,
1008,Blue Earl Brewing Company,210 Artisan Dr,"Smyrna, DE 19977-3715 ",Type: Micro,http://www.blueearlbrewing.com,,,
1009,Blue Frog Brewing Company,1740 Travis Blvd,"Fairfield, CA 94533-3431 ",Type: Micro,http://www.bluefrogbrewingcompany.com,,,
1010,Blue Ghost Brewing Company,125 Underwood Rd,"Fletcher, NC 28732- ",Type: Micro,http://www.blueghostbrewing.com,,,
1011,Blue Heron Brew Pub,108 W 9th St,"Marshfield, WI 54449-4111 ",Type: Brewpub,http://www.blueheronbrewpub.com,,,
1012,Blue Heron Brewing,2214 New Mexico 68,"Embudo, NM 87531 ",Type: Micro,http://www.blueheronbrews.com,,,
1013,Blue Island Beer Co,13357 Olde Western Ave,"Blue Island, IL 60406-2969 ",Type: Micro,http://www.blueislandbeerco.com,,,
1014,Blue Line Brewery,555 Lake Flower Ave,"Saranac Lake, NY 12983-2465 ",Type: Brewpub,http://www.bluelinebrew.com,,,
1016,Blue Mountain Barrel House and Organic Brewery,495 Cooperative Way,"Arrington, VA 22922-3305 ",Type: Micro,http://www.bluemountainbarrel.com,,,
1017,Blue Mountain Brewery,9519 Critzers Shop Rd,"Afton, VA 22920-2415 ",Type: Micro,http://www.bluemountainbrewery.com,,,
1018,Blue Mountain Pizza and Brew Pub,55 N Main St,"Weaverville, NC 28787-6634 ",Type: Brewpub,http://www.bluemountainpizza.com,,,
1019,Blue Nose Brewery,6119 East Ave,"Hodgkins, IL 60525-4126 ",Type: Micro,http://www.bluenosebrewery.com,,,
1020,Blue Note Brewing Company,750 Dead Cat Aly,"Woodland, CA 95695-3435 ",Type: Micro,http://www.bluenotebrewing.com,,,
1021,Blue Oak Brewery,,",  ",Type: Planning,http://www.blueoakbrewery.com,,,
1022,Blue Oak Brewing Co,821 Cherry Ln,"San Carlos, CA 94070-3306 ",Type: Micro,http://blueoakbrewing.com,,,
1023,Blue Owl Brewing,2400 E Cesar Chavez St Ste 300,"Austin, TX 78702-4638 ",Type: Micro,http://www.blueowlbrewing.com,,,
1024,Blue Pants Brewery,"500 Lanier Rd, Bld 1 - Ste A ","Madison, AL 35758-8675 ",Type: Micro,http://www.bluepantsbrew.com,,,
1026,Blue Point Brewing Co,161 River Ave,"Patchogue, NY 11772-3304 ",Type: Large,http://www.bluepointbrewing.com,,,
1027,Blue Ridge Brewing Co/Foothills Brewing,308 Trade St,"Greer, SC 29651-3432 ",Type: Brewpub,http://www.blueridgebrewing.com,,,
1028,Blue Ridge Community College,,"Flat Rock, NC 28731-4774",Type: Planning,http://www.blueridge.edu,,,
1029,Blue Skye Brewery,116 N Santa Fe Ave,"Salina, KS 67401-2614 ",Type: Brewpub,http://blueskyebrewery.com,,,
1030,Blue Spruce Brewing,4151 E County Line Rd Unit G,"Centennial, CO 80122-8113 ",Type: Brewpub,http://www.bluesprucebrewing.com,,,
1032,Blue Stallion Brewing Company,610 W Third St,"Lexington, KY 40508-1243 ",Type: Micro,http://www.bluestallionbrewing.com,,,
1036,Bluebird Microcreamery and Brewery,7400 Greenwood Ave N,"Seattle, WA 98103-5044 ",Type: Micro,http://www.bluebirdbrewing.com,,,
1037,Bluebonnet Beer Co,1700 Bryant Dr Ste 107,"Round Rock, TX 78664-3898 ",Type: Micro,http://www.bluebonnetbeerco.com,,,
1038,Bluegrass Brewing Co - Brewpub,300 W Main St,"Louisville, KY 40202-2945 ",Type: Brewpub,http://www.bbcbrew.com,,,
1039,Bluejacket,300 Tingey St SE,"Washington, DC 20003-4625 ",Type: Brewpub,http://www.bluejacketdc.com,,,
1040,Blueprint Brewing Co.,1571 Gehman Rd,"Harleysville, PA 19438-2930 ",Type: Micro,http://www.blueprintbrewco.com,,,
1041,Blues City Brewing Co,5151 E Raines Rd,"Memphis, TN 38118-7026 ",Type: Regional,http://www.citybrewing.com,,,
1042,Bluestone Brewing Company,18 Pitney St,"Sayre, PA 18840-2720 ",Type: Brewpub,http://www.bluestonebrewingcompany.com,,,
1043,BlueTarp Brewing Co,731 E College Ave,"Decatur, GA 30030-5365 ",Type: Micro,http://www.bluetarpbrew.com,,,
1044,Bluewater Brewing Co,318 S Royal Ave,"Florence, AL 35630-4810 ",Type: Micro,http://www.facebook.com/pg/BluewaterBrewingCompanyInc,,,
1046,BNS Brewing & Distilling Co.,10960 Wheatlands Ave Ste 101,"Santee, CA 92071-5617 ",Type: Micro,http://www.bnsbrewinganddistilling.com,,,
1047,Boak Brewing Co,262 Wanaque Ave Rear,"Pompton Lakes, NJ 07442-2116 ",Type: Contract,http://www.boaks.com,,,
1048,Boat Town Brewing,18146 Campground Rd,"Phillipsburg, MO 65722-8122 ",Type: Micro,http://www.boattownbrewing.com,,,
1049,Boathouse Brewery LLC,47 E Sheridan St,"Ely, MN 55731-1289 ",Type: Brewpub,http://www.frontiernet.net,,,
1051,Boatyard Brewing Co,432 E Paterson St,"Kalamazoo, MI 49007-2599 ",Type: Micro,http://www.boatyardbrewing.com,,,
1052,Bob Loblaw Brewing,,"Miami, FL 33179",Type: Planning,http://www.bobloblawbrewing.com,,,
1053,Bobcat Brewery & Cafe,5 Main St,"Bristol, VT 05443-1317 ",Type: Brewpub,http://www.bobcatcafe.com,,,
1054,Bobtown Brewhouse & Grill,220 W Main St,"Roberts, WI 54023 ",Type: Brewpub,http://www.bobtownbrewhouse.com,,,
1055,Boerne Brewery,9 Hill View Ln,"Boerne, TX 78006-7003 ",Type: Micro,http://www.boernebrewery.com,,,
1056,Boese Brothers Brewing,601 Gold Ave SW,"Albuquerque, NM 87102-3119 ",Type: Micro,http://www.boesebrothers.com,,,
1057,Bog Brewing Company,218 W King St,"Saint Augustine, FL 32084-4144 ",Type: Micro,http://www.bogbrewery.com,,,
1059,"Bog Turtle Brewery, LLC",14 S 3rd St Ste 1,"Oxford, PA 19363-1601 ",Type: Micro,http://www.bogturtlebrewery.com,,,
1060,Boggy Draw Brewery,3535 S Platte River Dr Ste L,"Sheridan, CO 80110-3307 ",Type: Micro,http://www.boggydrawbrewing.com,,,
1061,Bohemian Brewery and Grill,94 E 7200 S,"Midvale, UT 84047-1532 ",Type: Micro,http://www.bohemianbrewery.com,,,
1062,Boiler Brewing Company,129 N 10th St Ste 8,"Lincoln, NE 68508-3633 ",Type: Micro,http://www.boilerbrewingcompany.com,,,
1063,Boise Brewing,521 W Broad St,"Boise, ID 83702-7642 ",Type: Micro,http://www.boisebrewing.com,,,
1064,Boisset,,",  ",Type: Planning,http://www.boissetcollection.com,,,
1065,Bold City Brewery,109 E Bay St,"Jacksonville, FL 32202-3414 ",Type: Micro,http://www.boldcitybrewery.com,,,
1067,Bolero Snort Brewery,65 Railroad Ave,"Ridgefield Park, NJ 07660-1321 ",Type: Contract,http://www.bolerosnort.com,,,
1068,Bolo Beer Co,420 E 1st St,"Valentine, NE 69201-1904 ",Type: Micro,http://www.bolobeer.com,,,
1069,Bolt Brewery,8179 Center St,"La Mesa, CA 91942-2907 ",Type: Micro,http://www.boltbrewery.com,,,
1070,Bolton Beer Works,92 Wattaquadock Hill Rd,"Bolton, MA 01740-1238 ",Type: Brewpub,http://boltonbeerworks.com,,,
1071,Bolton Landing Brewing Co.,4933 Lake Shore Dr,"Bolton Landing, NY 12814-7757 ",Type: Micro,http://www.boltonlandingbrewing.com,,,
1072,Bomb Plant Brewing Company,,"North Augusta, SC 29860-7462",Type: Planning,http://www.bombplantbrewing.com,,,
1073,Bombastic Brewing,,"Hayden, ID 83835",Type: Contract,http://www.bombasticbrewing.com,,,
1074,Bombing Range Brewing Company,2000 Logston Blvd Ste 126,"Richland, WA 99354-5330 ",Type: Micro,http://www.bombingrangebrewing.com,,,
1076,Bombshell Beer Company,120 Quantum St,"Holly Springs, NC 27540-8861 ",Type: Micro,http://www.bombshellbeer.com,,,
1077,Bonaventure Brewing Co,404 S Figueroa St Ste 418A,"Los Angeles, CA 90071-1797 ",Type: Brewpub,http://www.bonaventurebrewing.com,,,
1078,Bond Brothers Beer Company,202 E Cedar St,"Cary, NC 27511-3440 ",Type: Micro,http://www.bondbrothersbeer.com,,,
1079,Bone Hook Brewing Company,1514 Immokalee Rd Unit 106,"Naples, FL 34110-1454 ",Type: Micro,http://www.bonehookbrewing.com,,,
1080,Bone Island Brewing,1111 Eaton St,"Key West, FL 33040-6926 ",Type: Micro,http://www.boneislandbrewing.com,,,
1081,Bone Up Brewing Co.,38 Norman St,"Everett, MA 02149-1932 ",Type: Micro,http://www.boneup.beer,,,
1082,Bonesaw Brewing Co.,,"Glassboro, NJ 08028",Type: Planning,http://www.bonesawbrewing.com,,,
1083,Boneshire Brew Works,7462 Derry St,"Harrisburg, PA 17111-5228 ",Type: Micro,http://www.boneshire.com,,,
1085,Boneyard Beer Co,63097 Plateau Dr,"Bend, OR 97701 ",Type: Regional,http://www.boneyardbeer.com,,,
1086,Bonfire Brewing,PO Box 5276 127 W 2nd St,"Eagle, CO 81631-5276 ",Type: Micro,http://www.bonfirebrewing.com,,,
1088,Bonn Place Brewing,310 Taylor St,"Bethlehem, PA 18015 ",Type: Micro,http://www.bonnbrewing.com,,,
1090,Bonsai Brewing Project,549 Wisconsin Ave,"Whitefish, MT 59937-2127 ",Type: Brewpub,http://bonsaibrew.com,,,
1091,Boojum Brewing Company,357 Dayton Dr,"Waynesville, NC 28786-6931 ",Type: Micro,http://www.BoojumBrewing.com,,,
1093,Books & Brews,9402 Uptown Dr Ste 1400,"Indianapolis, IN 46256-1076 ",Type: Brewpub,http://www.booksnbrews.com,,,
1094,Boom City Brewing,317 Pine St,"Williamsport, PA 17701-6509 ",Type: Brewpub,http://www.boomcitybrewing.com,,,
1095,Boom Island Brewing Company,2014 Washington Ave North #300,"Minneapolis, MN 55411-2220 ",Type: Micro,http://www.boomislandbrewing.com,,,
1096,Boomtown Brewery,700 Jackson St,"Los Angeles, CA 90012-3443 ",Type: Micro,http://www.boomtownbrew.com,,,
1097,BoomTown Brewery and Woodfire Grill,531 E Howard St,"Hibbing, MN 55746-1713 ",Type: Brewpub,http://www.boomtownwoodfire.com,,,
1098,Boondocks Brewing,302 S Jefferson Ave,"West Jefferson, NC 28694- ",Type: Brewpub,http://www.boondocksbrew.com,,,
1099,Boondoggle Brewing,553 Maple St,"Wethersfield, CT 06109-3732 ",Type: Contract,http://www.boondogglebeers.com,,,
1100,Boone Valley Brewing Co,816 7th St,"Boone, IA 50036-2818 ",Type: Micro,http://www.boonevalleybrewing.com,,,
1101,Booneshine Brewing Company,246 Wilson Dr Ste L,"Boone, NC 28607-6657 ",Type: Micro,http://www.booneshine.beer,,,
1102,"Boothbay Craft Brewery, Inc",301 Adams Pond Rd,"Boothbay, ME 04537-4334 ",Type: Brewpub,http://www.boothbaycraftbrewery.com,,,
1103,Bootleg Brewers - Sandhills Brewing Company,45145 829th Rd,"Taylor, NE 68879-8120 ",Type: Brewpub,http://www.bootlegbrewers.com,,,
1104,Bootleggers Brewery,1100 E Truslow Ave,"Fullerton, CA 92831-4626 ",Type: Micro,http://www.bootleggersbrewery.com,,,
1106,"Boots Brewing Company, Inc.",,"Watertown, NY 13601-4433",Type: Planning,http://www.bootsbrew.com,,,
1107,Bootstrap Brewing Co,6778 N 79th St,"Niwot, CO 80503-7118 ",Type: Micro,http://www.bootstrapbrewing.com,,,
1108,Booze Brothers Brewing Co.,2545 Progress St,"Vista, CA 92081-8483 ",Type: Micro,http://www.boozebrothersbrewery.com,,,
1109,Border Brewery/Border Brew Supply,224 N Broadway Ste D14,"Salem, NH 03079-2145 ",Type: Micro,http://www.borderbrewsupply.com,,,
1110,Border Brewing Company,406 E 18th St,"Kansas City, MO 64108 ",Type: Micro,http://www.borderbrewco.com,,,
1111,Border Town Pub,22 N Dixie Hwy # 28,"Momence, IL 60954-1504 ",Type: Brewpub,http://www.BorderTownPub.com,,,
1113,Border X Brewing,2181 Logan Ave,"San Diego, CA 92113-2203 ",Type: Brewpub,http://www.borderxbrewing.com,,,
1115,Borderlands Brewing Co,119 E Toole Ave,"Tucson, AZ 85701-1210 ",Type: Micro,http://www.borderlandsbrewing.com,,,
1116,Boring Brewing Co,"29300 SE Haley Rd, Ste B ","Boring, OR 97009 ",Type: Micro,http://www.boringbrewing.com,,,
1117,Boscos Squared,2120 Madison Ave,"Memphis, TN 38104-6502 ",Type: Brewpub,http://www.boscosbeer.com,,,
1119,Bosque Brewing Co,8900 San Mateo Blvd NE Ste I,"Albuquerque, NM 87113-2459 ",Type: Micro,http://www.bosquebrewingco.com,,,
1120,Boss Dog Brewing,2179 Lee Rd,"Cleveland, OH 44118-2907 ",Type: Brewpub,http://www.bossdogbrewing.com,,,
1122,Boston Beer Co,1 Design Center Pl Ste 850,"Boston, MA 02210-2300 ",Type: Regional,http://www.samadams.com,,,
1123,Boston Beer Co,30 Germania St Ste 1,"Boston, MA 02130-2312 ",Type: Micro,http://www.samueladams.com,,,
1125,Bottle Bay Brewing,,"Spokane, WA ",Type: Proprietor,http://www.bottlebaybrewing.com,,,
1126,Bottle Logic Brewing,1072 N Armando St,"Anaheim, CA 92806-2605 ",Type: Micro,http://www.bottlelogic.com,,,
1127,Bottle Rocket Brewing Co,230 S 5th St,"Seward, NE 68434-2520 ",Type: Micro,http://www.bottlerocketbrewing.com,,,
1128,Bottle Tree Beer Co,10 N Trade St Apt A,"Tryon, NC 28782-3476 ",Type: Contract,http://www.bottletree.net,,,
1129,BottleHouse Brewery,13368 Madison Ave,"Lakewood, OH 44107-4840 ",Type: Micro,http://www.thebottlehousebrewingcompany.com,,,
1130,Bottom Shelf Brewery,118 E Mill St,"Bayfield, CO 81122 ",Type: Brewpub,http://www.bottomshelfbrewing.com,,,
1131,"Bottomless Brewing, LLC",3543 E Lake Rd,"Geneva, NY 14456-9261 ",Type: Micro,http://www.bottomlessbrewing.com,,,
1135,Boulevard Brewing Co,2501 Southwest Blvd,"Kansas City, MO 64108-2345 ",Type: Regional,http://www.boulevard.com,,,
1136,Boundary Bay Brewery & Bistro,1107 Railroad Ave,"Bellingham, WA 98225-5007 ",Type: Brewpub,http://www.bbaybrewery.com,,,
1137,Bourgmont Vineyard,,",  ",Type: Planning,http://bourgmontvineyard.com,,,
1138,Bousa Brewing Company,7235 NE 4th Ave,"Miami, FL 33138-5315 ",Type: Micro,http://www.bousabrewing.com,,,
1139,Bow and Arrow Brewing Co.,602 McKnight Ave NW,"Albuquerque, NM 87102-1237 ",Type: Micro,http://www.bowandarrowbrewing.com,,,
1140,Bowigens Beer Company,1014 State Road 436,"Casselberry, FL 32707-5722 ",Type: Micro,http://www.bowigens.com,,,
1142,Box Office Brewery,,"Strasburg, VA 22657-2238",Type: Planning,http://Info@boxofficebrewery.com,,,
